interval_begin;interval_end;interval_id;edge_arrived;edge_density;edge_departed;edge_entered;edge_id;edge_laneChangedFrom;edge_laneChangedTo;edge_laneDensity;edge_left;edge_occupancy;edge_overlapTraveltime;edge_sampledSeconds;edge_speed;edge_speedRelative;edge_timeLoss;edge_traveltime;edge_waitingTime
600.00;700.00;EdgeMesurements;0;14.81;18;0;94;24;24;4.94;20;2.46;40.42;740.73;12.49;0.90;53.19;40.05;1.00
600.00;700.00;EdgeMesurements;0;14.93;18;0;95;40;40;4.98;17;2.48;40.61;746.26;12.44;0.90;61.43;40.24;0.00
700.00;800.00;EdgeMesurements;0;3.39;0;2;0;15;15;1.13;3;0.55;77.95;161.50;6.18;0.44;88.31;76.46;58.00
700.00;800.00;EdgeMesurements;0;7.94;0;7;1;10;10;2.65;5;1.31;52.23;378.72;9.23;0.66;127.53;51.34;51.00
700.00;800.00;EdgeMesurements;10;17.25;0;15;10;30;30;5.75;10;2.83;51.65;815.56;9.25;0.67;268.51;50.94;130.00
700.00;800.00;EdgeMesurements;0;14.39;0;14;11;17;17;4.80;14;2.37;42.63;686.31;11.30;0.81;115.90;42.01;25.00
700.00;800.00;EdgeMesurements;0;3.13;0;2;12;6;6;1.04;4;0.51;68.12;149.28;7.07;0.51;74.88;66.38;41.00
700.00;800.00;EdgeMesurements;0;1.96;0;2;13;2;2;0.65;2;0.32;39.45;93.44;12.21;0.88;11.67;38.31;0.00
700.00;800.00;EdgeMesurements;11;16.24;0;13;14;15;15;5.41;0;2.68;52.59;767.77;9.08;0.65;273.83;52.14;184.00
700.00;800.00;EdgeMesurements;0;13.72;0;9;15;9;9;4.57;10;2.26;82.59;648.88;5.79;0.42;367.70;81.65;211.00
700.00;800.00;EdgeMesurements;0;9.72;0;13;16;13;13;3.24;12;1.59;41.22;459.45;11.59;0.83;80.72;40.23;4.00
700.00;800.00;EdgeMesurements;0;31.11;14;1;17;8;8;10.37;17;5.16;99.11;1470.98;4.82;0.35;941.31;98.04;329.00
700.00;800.00;EdgeMesurements;2;42.18;1;4;18;4;4;14.06;7;6.94;395.33;1994.14;1.21;0.09;1824.31;391.65;1433.00
700.00;800.00;EdgeMesurements;0;159.24;13;34;19;52;53;53.08;3;26.49;255.03;7529.02;1.87;0.13;6496.55;252.36;5040.00
700.00;800.00;EdgeMesurements;0;4.46;0;5;2;8;8;1.49;7;0.74;37.56;212.85;12.83;0.92;12.63;37.08;0.00
700.00;800.00;EdgeMesurements;0;21.59;9;7;20;8;8;7.20;14;3.57;76.80;1020.60;6.22;0.45;538.74;75.79;327.00
700.00;800.00;EdgeMesurements;6;15.53;3;7;21;13;13;5.18;9;2.57;74.25;734.39;6.43;0.46;383.43;73.55;269.00
700.00;800.00;EdgeMesurements;0;20.31;5;15;22;40;40;6.77;8;3.36;51.86;960.43;9.21;0.66;338.12;51.14;165.00
700.00;800.00;EdgeMesurements;2;74.23;11;32;23;33;33;24.74;32;12.29;86.43;3509.49;5.53;0.40;2069.47;85.49;1178.00
700.00;800.00;EdgeMesurements;0;9.74;4;5;24;9;9;3.25;11;1.60;50.15;460.67;9.53;0.69;130.65;48.97;37.00
700.00;800.00;EdgeMesurements;0;105.41;17;7;25;10;10;35.14;17;17.53;305.60;4983.89;1.56;0.11;4439.57;304.44;3757.00
700.00;800.00;EdgeMesurements;0;11.72;6;2;26;6;6;3.91;13;1.93;63.83;554.24;7.48;0.54;248.98;62.50;100.00
700.00;800.00;EdgeMesurements;2;62.47;0;25;27;20;20;20.82;4;10.38;160.39;2953.47;2.98;0.21;2330.12;158.83;1910.00
700.00;800.00;EdgeMesurements;0;12.22;0;14;28;21;21;4.07;13;2.02;36.54;582.73;13.19;0.95;42.06;36.08;0.00
700.00;800.00;EdgeMesurements;7;17.90;0;14;29;13;13;5.97;11;2.94;48.14;846.45;9.93;0.71;228.53;47.33;87.00
700.00;800.00;EdgeMesurements;0;17.21;0;14;3;22;22;5.74;11;2.84;71.01;813.68;6.73;0.48;418.10;70.21;252.00
700.00;800.00;EdgeMesurements;0;14.18;0;8;30;9;9;4.73;6;2.35;91.92;670.54;5.20;0.37;423.31;91.00;288.00
700.00;800.00;EdgeMesurements;0;2.75;0;3;31;0;0;0.92;3;0.45;43.38;130.15;11.01;0.79;36.09;42.52;0.00
700.00;800.00;EdgeMesurements;0;58.50;0;10;32;4;4;19.50;5;9.51;374.55;2765.88;1.28;0.09;2517.02;363.71;1932.00
700.00;800.00;EdgeMesurements;0;4.18;0;5;33;14;14;1.39;5;0.69;39.54;197.69;12.08;0.87;22.90;38.96;0.00
700.00;800.00;EdgeMesurements;1;115.36;20;9;34;19;19;38.45;31;19.15;217.74;5454.15;2.19;0.16;4577.24;216.50;2053.00
700.00;800.00;EdgeMesurements;0;100.21;2;29;35;10;10;33.40;13;16.64;270.80;4737.86;1.76;0.13;4125.69;269.53;2097.00
700.00;800.00;EdgeMesurements;8;52.23;2;19;36;8;8;17.41;19;8.65;99.13;2469.57;4.82;0.35;1631.29;98.31;915.00
700.00;800.00;EdgeMesurements;1;18.55;1;9;37;11;11;6.18;11;2.99;88.70;876.86;5.39;0.39;530.92;85.04;256.00
700.00;800.00;EdgeMesurements;1;82.30;11;6;38;27;27;27.43;7;13.70;241.73;3891.14;1.98;0.14;3316.67;239.94;1601.00
700.00;800.00;EdgeMesurements;6;44.67;3;24;39;52;52;14.89;38;7.31;69.32;2111.83;6.89;0.50;1052.26;67.95;413.00
700.00;800.00;EdgeMesurements;3;24.78;0;6;4;11;11;8.26;12;4.11;168.62;1171.54;2.83;0.20;912.70;168.75;788.00
700.00;800.00;EdgeMesurements;1;40.83;5;12;40;30;30;13.61;13;6.65;114.91;1930.27;4.16;0.30;1350.98;111.73;836.00
700.00;800.00;EdgeMesurements;3;60.76;10;33;41;10;10;20.25;20;10.05;96.34;2872.94;4.96;0.36;1843.66;95.14;661.00
700.00;800.00;EdgeMesurements;4;13.90;4;7;42;18;18;4.63;11;2.27;54.39;657.21;8.78;0.63;238.89;52.94;123.00
700.00;800.00;EdgeMesurements;0;56.69;4;15;43;18;18;18.90;0;9.44;162.42;2680.22;2.94;0.21;2116.95;160.72;1924.00
700.00;800.00;EdgeMesurements;0;31.08;10;13;44;18;18;10.36;25;5.13;60.18;1469.40;7.94;0.57;616.68;59.40;224.00
700.00;800.00;EdgeMesurements;2;24.27;11;15;45;41;42;8.09;27;3.99;47.89;1147.65;9.98;0.72;296.05;46.90;88.00
700.00;800.00;EdgeMesurements;0;20.24;0;20;46;31;31;6.75;19;3.33;47.66;956.94;10.03;0.72;268.87;46.92;67.00
700.00;800.00;EdgeMesurements;4;84.85;0;35;47;58;58;28.28;22;14.04;123.93;4011.55;3.86;0.28;2879.77;122.56;1435.00
700.00;800.00;EdgeMesurements;0;15.06;0;14;48;17;17;5.02;14;2.47;50.92;712.04;9.38;0.68;206.79;50.04;56.00
700.00;800.00;EdgeMesurements;0;93.12;0;0;49;32;32;31.04;10;15.51;395.27;4402.57;1.21;0.09;4002.63;394.18;2452.00
700.00;800.00;EdgeMesurements;0;10.59;0;13;5;27;27;3.53;9;1.74;42.34;500.69;11.28;0.81;82.16;41.71;20.00
700.00;800.00;EdgeMesurements;0;7.65;0;4;50;10;10;2.55;5;1.26;90.50;361.87;5.28;0.38;222.48;89.21;176.00
700.00;800.00;EdgeMesurements;0;2.30;0;3;51;10;10;0.77;3;0.38;36.54;109.61;13.19;0.95;6.30;36.08;0.00
700.00;800.00;EdgeMesurements;5;102.72;7;28;52;42;42;34.24;18;17.06;162.93;4856.46;2.93;0.21;3813.08;162.05;2048.00
700.00;800.00;EdgeMesurements;0;2.47;2;1;53;2;2;0.82;2;0.41;51.90;116.79;9.21;0.66;40.57;50.56;23.00
700.00;800.00;EdgeMesurements;0;41.08;4;20;54;37;37;13.69;22;6.73;74.92;1942.14;6.38;0.46;1027.76;73.27;518.00
700.00;800.00;EdgeMesurements;0;101.20;13;5;55;45;45;33.73;23;16.82;222.69;4784.56;2.15;0.15;4011.28;221.82;899.00
700.00;800.00;EdgeMesurements;4;100.00;1;47;56;84;84;33.33;27;16.45;111.27;4728.14;4.29;0.31;3245.80;109.70;875.00
700.00;800.00;EdgeMesurements;8;31.84;9;8;57;7;7;10.61;15;5.27;70.05;1505.30;6.82;0.49;748.13;69.13;260.00
700.00;800.00;EdgeMesurements;5;14.06;4;6;58;34;34;4.69;9;2.31;52.51;664.54;9.10;0.66;220.98;50.63;93.00
700.00;800.00;EdgeMesurements;0;70.65;14;20;59;14;14;23.55;27;11.72;116.76;3340.55;4.09;0.29;2331.63;115.95;1553.00
700.00;800.00;EdgeMesurements;0;9.27;0;12;6;0;0;3.09;8;1.52;47.62;438.17;10.03;0.72;94.52;46.77;0.00
700.00;800.00;EdgeMesurements;0;55.91;10;4;60;5;5;18.64;12;9.29;217.32;2643.51;2.20;0.16;2221.25;216.14;1303.00
700.00;800.00;EdgeMesurements;8;48.49;3;27;61;28;28;16.16;32;7.99;69.60;2292.73;6.86;0.49;1093.44;68.76;253.00
700.00;800.00;EdgeMesurements;0;45.88;16;4;62;4;4;15.29;16;7.61;108.70;2169.18;4.40;0.32;1452.31;107.55;230.00
700.00;800.00;EdgeMesurements;0;32.83;2;14;63;17;17;10.94;31;5.40;81.44;1552.38;5.87;0.42;888.31;80.30;321.00
700.00;800.00;EdgeMesurements;0;21.61;0;6;64;5;5;7.20;12;3.58;115.58;1021.58;4.13;0.30;711.21;114.88;533.00
700.00;800.00;EdgeMesurements;4;20.19;0;22;65;35;35;6.73;6;3.32;47.65;954.37;10.03;0.72;268.17;47.03;95.00
700.00;800.00;EdgeMesurements;0;3.97;0;3;66;12;12;1.32;10;0.64;44.87;189.15;10.74;0.77;31.66;43.42;0.00
700.00;800.00;EdgeMesurements;0;2.62;0;3;68;7;7;0.87;2;0.43;55.26;125.09;8.72;0.63;49.90;54.06;29.00
700.00;800.00;EdgeMesurements;10;29.62;0;20;69;40;40;9.87;26;4.86;66.25;1400.29;7.21;0.52;667.53;65.39;340.00
700.00;800.00;EdgeMesurements;13;140.61;0;35;7;24;24;46.87;32;23.36;174.92;6648.21;2.73;0.20;5350.97;174.47;3368.00
700.00;800.00;EdgeMesurements;0;38.01;0;15;71;14;14;12.67;18;6.29;114.41;1796.90;4.18;0.30;1255.87;113.61;641.00
700.00;800.00;EdgeMesurements;3;4.10;0;5;72;12;12;1.37;3;0.67;38.03;194.02;12.56;0.90;6.35;37.61;0.00
700.00;800.00;EdgeMesurements;0;10.10;0;10;73;0;0;3.37;10;1.65;48.50;477.42;9.85;0.71;135.55;47.59;0.00
700.00;800.00;EdgeMesurements;0;5.83;0;7;74;15;15;1.94;5;0.96;47.22;275.47;10.12;0.73;74.64;46.26;22.00
700.00;800.00;EdgeMesurements;10;17.15;0;18;75;26;26;5.72;8;2.79;45.46;810.79;10.51;0.76;218.53;44.13;69.00
700.00;800.00;EdgeMesurements;0;118.97;0;16;76;25;25;39.66;3;19.81;666.99;5624.99;0.72;0.05;5339.20;662.13;4488.00
700.00;800.00;EdgeMesurements;0;0.70;0;1;77;0;0;0.23;1;0.12;33.43;33.43;14.41;1.04;1.96;33.03;0.00
700.00;800.00;EdgeMesurements;0;2.57;0;1;78;3;3;0.86;2;0.42;70.52;122.43;6.83;0.49;63.77;69.18;50.00
700.00;800.00;EdgeMesurements;0;15.69;0;10;79;32;32;5.23;0;2.60;82.33;747.92;5.85;0.42;433.97;81.48;252.00
700.00;800.00;EdgeMesurements;0;30.37;0;15;8;18;18;10.12;11;5.03;95.57;1435.72;5.00;0.36;907.45;94.63;703.00
700.00;800.00;EdgeMesurements;14;11.66;0;16;80;11;11;3.89;0;1.93;37.31;582.97;13.53;0.97;11.86;36.95;0.00
700.00;800.00;EdgeMesurements;0;312.99;0;46;81;0;0;104.33;38;51.95;359.00;15223.97;1.37;0.10;13710.81;358.02;6810.00
700.00;800.00;EdgeMesurements;0;11.47;0;14;82;20;20;3.82;16;1.89;37.45;557.75;13.12;0.94;36.32;37.08;0.00
700.00;800.00;EdgeMesurements;0;310.27;0;45;83;0;0;103.42;43;51.48;344.45;15091.55;1.43;0.10;13517.40;343.70;6321.00
700.00;800.00;EdgeMesurements;23;11.99;0;14;84;8;8;4.00;0;1.98;36.80;599.62;13.72;0.99;12.53;36.44;0.00
700.00;800.00;EdgeMesurements;0;11.16;0;17;85;18;18;3.72;14;1.84;36.53;542.83;13.45;0.97;25.87;36.17;0.00
700.00;800.00;EdgeMesurements;0;111.17;0;17;86;16;16;37.06;6;18.51;363.16;5407.44;1.35;0.10;4879.86;360.52;3881.00
700.00;800.00;EdgeMesurements;33;23.85;0;31;87;30;30;7.95;0;3.94;37.76;1192.46;13.37;0.96;36.25;37.39;0.00
700.00;800.00;EdgeMesurements;0;24.03;0;32;88;34;34;8.01;31;3.95;37.58;1168.78;13.07;0.94;74.67;37.21;0.00
700.00;800.00;EdgeMesurements;30;22.33;0;30;89;24;24;7.44;0;3.69;36.84;1116.67;13.71;0.99;27.95;36.48;0.00
700.00;800.00;EdgeMesurements;0;1.69;0;2;9;0;0;0.56;2;0.28;41.86;80.80;11.51;0.83;11.02;40.53;0.00
700.00;800.00;EdgeMesurements;0;41.41;0;18;90;9;9;13.80;14;6.87;116.24;2014.05;4.23;0.30;1366.18;115.33;1003.00
700.00;800.00;EdgeMesurements;0;22.47;0;29;91;38;38;7.49;30;3.70;37.05;1093.03;13.26;0.95;58.55;36.69;0.00
700.00;800.00;EdgeMesurements;0;241.70;74;0;92;13;13;80.57;46;40.07;233.29;12084.96;2.16;0.16;10173.58;230.77;1793.18
700.00;800.00;EdgeMesurements;0;206.58;73;0;93;43;43;68.86;45;34.21;182.18;10329.07;2.77;0.20;8231.88;179.72;1262.43
700.00;800.00;EdgeMesurements;0;13.45;18;0;94;31;31;4.48;17;2.23;39.44;672.38;12.80;0.92;47.18;39.08;0.00
700.00;800.00;EdgeMesurements;0;15.02;18;0;95;25;25;5.01;18;2.49;41.31;750.88;12.22;0.88;68.72;40.91;0.00
800.00;900.00;EdgeMesurements;0;2.81;0;3;0;15;15;0.94;2;0.46;41.40;133.84;11.64;0.84;28.40;40.75;12.00
800.00;900.00;EdgeMesurements;0;6.78;0;7;1;4;4;2.26;11;1.11;44.23;323.50;10.89;0.78;73.42;43.28;35.00
800.00;900.00;EdgeMesurements;10;16.74;0;16;10;20;20;5.58;9;2.75;42.35;791.58;11.28;0.81;127.62;41.71;25.00
800.00;900.00;EdgeMesurements;0;11.97;0;13;11;26;26;3.99;16;1.97;39.02;570.61;12.35;0.89;72.08;38.47;7.00
800.00;900.00;EdgeMesurements;0;2.71;0;2;12;8;8;0.90;1;0.45;57.42;128.98;8.39;0.60;46.03;56.53;26.00
800.00;900.00;EdgeMesurements;0;2.18;0;3;13;4;4;0.73;3;0.35;38.55;103.81;12.50;0.90;16.25;37.48;0.00
800.00;900.00;EdgeMesurements;6;22.58;0;16;14;16;16;7.53;10;3.73;84.34;1067.52;5.67;0.41;621.54;83.56;457.00
800.00;900.00;EdgeMesurements;0;16.11;0;10;15;9;9;5.37;7;2.66;70.59;761.52;6.77;0.49;378.13;69.67;269.00
800.00;900.00;EdgeMesurements;0;13.35;0;19;16;13;13;4.45;14;2.19;40.60;631.29;11.77;0.85;90.10;39.80;0.00
800.00;900.00;EdgeMesurements;0;30.24;14;2;17;9;9;10.08;14;5.02;89.80;1429.93;5.32;0.38;877.61;88.94;274.00
800.00;900.00;EdgeMesurements;1;25.07;1;2;18;0;0;8.36;5;4.16;248.80;1185.24;1.92;0.14;1019.90;247.49;649.00
800.00;900.00;EdgeMesurements;8;174.43;12;29;19;68;69;58.14;63;28.89;175.80;8247.27;2.72;0.20;6598.38;175.11;2513.00
800.00;900.00;EdgeMesurements;0;6.62;0;9;2;14;14;2.21;7;1.09;36.21;315.80;13.31;0.96;20.85;35.74;0.00
800.00;900.00;EdgeMesurements;0;33.78;8;5;20;15;15;11.26;15;5.60;95.37;1597.09;5.01;0.36;1006.85;94.50;722.00
800.00;900.00;EdgeMesurements;8;10.57;3;9;21;27;27;3.52;4;1.74;41.93;499.82;11.39;0.82;70.03;41.37;26.00
800.00;900.00;EdgeMesurements;2;20.30;5;11;22;32;32;6.77;21;3.31;55.72;959.87;8.57;0.62;363.28;54.14;145.00
800.00;900.00;EdgeMesurements;5;57.69;10;32;23;32;32;19.23;47;9.51;60.99;2727.50;7.83;0.56;1161.32;60.17;333.00
800.00;900.00;EdgeMesurements;0;9.82;4;7;24;8;8;3.27;8;1.62;47.20;464.34;10.12;0.73;136.78;46.41;51.00
800.00;900.00;EdgeMesurements;0;115.26;17;8;25;28;28;38.42;7;19.19;253.54;5449.61;1.88;0.14;4703.96;251.34;2477.00
800.00;900.00;EdgeMesurements;0;20.35;5;10;26;19;19;6.78;9;3.37;64.62;962.32;7.39;0.53;425.17;63.70;162.00
800.00;900.00;EdgeMesurements;23;50.00;0;23;27;25;25;16.67;25;8.27;94.39;2363.94;5.06;0.36;1488.70;94.03;745.00
800.00;900.00;EdgeMesurements;0;7.30;0;10;28;6;6;2.43;13;1.20;37.90;347.94;12.71;0.92;28.46;37.37;0.00
800.00;900.00;EdgeMesurements;1;5.95;0;5;29;8;8;1.98;9;0.93;56.52;281.26;8.45;0.61;96.22;53.01;30.00
800.00;900.00;EdgeMesurements;0;24.07;0;16;3;16;16;8.02;14;3.98;79.15;1138.26;6.04;0.43;647.14;78.39;406.00
800.00;900.00;EdgeMesurements;0;9.68;0;3;30;3;3;3.23;7;1.60;147.24;457.82;3.24;0.23;351.47;147.15;319.00
800.00;900.00;EdgeMesurements;0;2.61;0;3;31;0;0;0.87;3;0.43;41.09;123.26;11.63;0.84;21.24;40.17;0.00
800.00;900.00;EdgeMesurements;1;76.90;0;12;32;14;14;25.63;0;12.81;404.68;3635.83;1.18;0.09;3327.90;400.88;2900.00
800.00;900.00;EdgeMesurements;0;5.37;0;5;33;14;14;1.79;5;0.88;50.76;253.78;9.41;0.68;57.77;49.81;10.00
800.00;900.00;EdgeMesurements;3;123.78;23;11;34;24;24;41.26;32;20.55;177.30;5852.47;2.69;0.19;4712.80;175.99;663.00
800.00;900.00;EdgeMesurements;0;127.40;2;30;35;11;12;42.47;13;21.18;236.19;6023.67;2.02;0.15;5149.69;234.59;3034.00
800.00;900.00;EdgeMesurements;3;39.58;2;19;36;32;33;13.19;10;6.56;95.01;1871.27;5.03;0.36;1189.10;94.05;767.00
800.00;900.00;EdgeMesurements;3;39.91;1;29;37;24;24;13.30;8;6.56;72.34;1886.80;6.61;0.48;981.98;70.80;460.00
800.00;900.00;EdgeMesurements;2;103.88;10;5;38;22;22;34.63;13;17.29;591.97;4911.48;0.81;0.06;4619.62;594.52;3627.00
800.00;900.00;EdgeMesurements;0;64.84;3;42;39;55;55;21.61;2;10.76;76.72;3065.62;6.23;0.45;1666.45;75.84;877.00
800.00;900.00;EdgeMesurements;0;5.32;0;7;4;31;31;1.77;5;0.88;37.30;251.57;12.81;0.92;20.73;36.79;0.00
800.00;900.00;EdgeMesurements;0;59.77;5;14;40;29;29;19.92;1;9.94;161.71;2825.77;2.95;0.21;2212.56;160.04;1790.00
800.00;900.00;EdgeMesurements;6;97.74;10;36;41;32;32;32.58;39;16.19;94.95;4620.96;5.03;0.36;2925.08;94.04;685.00
800.00;900.00;EdgeMesurements;2;15.34;5;4;42;11;11;5.11;10;2.47;65.83;725.45;7.26;0.52;336.37;62.66;173.00
800.00;900.00;EdgeMesurements;0;81.94;4;6;43;9;9;27.31;3;13.65;445.72;3874.14;1.07;0.08;3575.04;441.05;3052.00
800.00;900.00;EdgeMesurements;0;24.68;10;7;44;10;10;8.23;26;4.06;62.82;1166.76;7.61;0.55;491.83;61.96;182.00
800.00;900.00;EdgeMesurements;0;51.88;8;33;45;50;51;17.29;27;8.57;59.94;2452.85;7.97;0.57;1018.50;59.12;252.00
800.00;900.00;EdgeMesurements;0;9.96;0;8;46;17;17;3.32;8;1.64;60.34;471.13;7.92;0.57;189.61;59.36;143.00
800.00;900.00;EdgeMesurements;11;68.00;0;13;47;30;30;22.67;12;11.29;190.13;3214.95;2.51;0.18;2601.16;189.69;1222.00
800.00;900.00;EdgeMesurements;0;18.82;0;19;48;2;2;6.27;16;3.09;47.92;889.76;9.97;0.72;251.99;47.10;2.00
800.00;900.00;EdgeMesurements;0;71.86;0;0;49;6;6;23.95;11;11.96;1082.16;3397.63;0.44;0.03;3289.89;1108.98;1965.00
800.00;900.00;EdgeMesurements;0;10.31;0;11;5;20;20;3.44;16;1.69;47.72;487.65;10.01;0.72;141.55;46.75;58.00
800.00;900.00;EdgeMesurements;0;7.45;0;5;50;6;6;2.48;5;1.23;92.32;352.18;5.18;0.37;215.48;91.24;177.00
800.00;900.00;EdgeMesurements;0;2.93;0;5;51;6;6;0.98;2;0.48;37.86;139.67;12.73;0.92;5.68;37.44;0.00
800.00;900.00;EdgeMesurements;6;119.12;9;9;52;17;17;39.71;24;19.61;463.76;5632.14;1.03;0.07;5210.22;461.77;4613.00
800.00;900.00;EdgeMesurements;0;5.07;3;3;53;6;6;1.69;5;0.83;49.97;239.93;9.56;0.69;78.20;48.60;29.00
800.00;900.00;EdgeMesurements;1;35.27;4;18;54;39;39;11.76;29;5.76;73.71;1667.38;6.48;0.47;858.19;72.02;375.00
800.00;900.00;EdgeMesurements;0;89.09;12;1;55;12;12;29.70;22;14.80;263.32;4212.25;1.81;0.13;3638.38;262.64;539.00
800.00;900.00;EdgeMesurements;5;130.09;1;42;56;69;69;43.36;36;21.45;170.33;6150.71;2.81;0.20;4882.32;168.80;2643.00
800.00;900.00;EdgeMesurements;2;34.12;8;16;57;11;11;11.37;8;5.65;85.65;1613.14;5.58;0.40;960.81;84.56;493.00
800.00;900.00;EdgeMesurements;2;18.52;4;14;58;34;34;6.17;12;3.03;55.15;875.50;8.66;0.62;332.32;52.36;118.00
800.00;900.00;EdgeMesurements;0;95.92;14;32;59;23;23;31.97;26;15.92;126.70;4535.25;3.77;0.27;3283.49;125.77;1957.00
800.00;900.00;EdgeMesurements;0;8.77;0;7;6;0;0;2.92;10;1.44;55.65;414.76;8.59;0.62;137.17;54.59;0.00
800.00;900.00;EdgeMesurements;0;67.64;9;1;60;9;9;22.55;10;11.23;338.58;3197.80;1.41;0.10;2858.69;335.05;2221.00
800.00;900.00;EdgeMesurements;5;56.78;3;39;61;27;27;18.93;37;9.34;63.28;2684.56;7.55;0.54;1221.59;62.22;276.00
800.00;900.00;EdgeMesurements;0;50.92;15;4;62;3;3;16.97;20;8.44;133.08;2407.53;3.59;0.26;1761.33;131.88;301.00
800.00;900.00;EdgeMesurements;0;16.63;2;16;63;13;13;5.54;16;2.72;58.86;786.09;8.12;0.58;323.36;57.46;138.00
800.00;900.00;EdgeMesurements;0;12.29;0;8;64;5;5;4.10;8;2.03;93.52;580.88;5.11;0.37;357.69;92.60;291.00
800.00;900.00;EdgeMesurements;7;24.19;0;29;65;56;56;8.06;20;3.96;44.56;1143.55;10.72;0.77;256.29;43.90;71.00
800.00;900.00;EdgeMesurements;0;1.50;0;1;66;0;0;0.50;2;0.25;41.18;71.69;11.70;0.84;9.21;39.78;0.00
800.00;900.00;EdgeMesurements;0;2.64;0;2;68;3;3;0.88;3;0.44;41.49;126.10;11.61;0.84;20.48;40.66;3.00
800.00;900.00;EdgeMesurements;7;34.33;0;32;69;76;76;11.44;10;5.65;58.75;1623.34;8.13;0.59;630.27;57.96;254.00
800.00;900.00;EdgeMesurements;12;108.04;0;19;7;25;25;36.01;31;17.95;192.08;5108.11;2.49;0.18;4190.00;192.20;2752.00
800.00;900.00;EdgeMesurements;0;0.20;0;1;70;0;0;0.07;0;0.03;37.60;9.51;12.81;0.92;1.15;37.21;0.00
800.00;900.00;EdgeMesurements;0;23.31;0;5;71;4;4;7.77;19;3.85;117.48;1102.28;4.07;0.29;764.94;117.06;382.00
800.00;900.00;EdgeMesurements;0;9.83;0;5;72;24;24;3.28;1;1.63;96.09;464.95;4.97;0.36;286.46;95.04;250.00
800.00;900.00;EdgeMesurements;0;12.10;0;12;73;2;2;4.03;12;1.98;48.63;571.89;9.83;0.71;138.48;47.69;0.00
800.00;900.00;EdgeMesurements;0;7.68;0;7;74;14;14;2.56;8;1.26;49.70;363.17;9.61;0.69;115.24;48.69;37.00
800.00;900.00;EdgeMesurements;10;12.28;0;13;75;8;8;4.09;3;1.96;53.61;580.37;8.91;0.64;225.51;51.27;121.00
800.00;900.00;EdgeMesurements;0;130.07;0;7;76;13;13;43.36;4;21.66;2133.94;6149.71;0.22;0.02;6048.55;2141.42;5761.00
800.00;900.00;EdgeMesurements;0;5.66;0;7;77;6;6;1.89;6;0.93;38.76;269.82;12.43;0.89;19.41;38.26;0.00
800.00;900.00;EdgeMesurements;0;3.35;0;6;78;8;8;1.12;0;0.55;38.98;159.68;12.36;0.89;9.83;38.10;0.00
800.00;900.00;EdgeMesurements;0;21.73;0;2;79;6;6;7.24;2;3.62;548.33;1036.27;0.88;0.06;966.31;542.64;915.00
800.00;900.00;EdgeMesurements;0;27.72;0;16;8;16;16;9.24;20;4.58;73.47;1310.73;6.50;0.47;690.00;72.59;417.00
800.00;900.00;EdgeMesurements;15;11.24;0;19;80;8;8;3.75;0;1.85;37.41;562.08;13.50;0.97;18.61;37.06;0.00
800.00;900.00;EdgeMesurements;0;339.99;0;38;81;0;0;113.33;15;56.46;560.13;16537.28;0.88;0.06;15482.94;556.90;9262.00
800.00;900.00;EdgeMesurements;0;18.77;0;27;82;21;21;6.26;19;3.09;38.25;912.94;12.85;0.92;69.88;37.87;0.00
800.00;900.00;EdgeMesurements;0;356.20;0;42;83;0;0;118.73;14;59.17;793.99;17325.62;0.62;0.04;16547.90;790.54;9381.00
800.00;900.00;EdgeMesurements;14;10.71;0;16;84;14;14;3.57;0;1.77;37.96;535.52;13.30;0.96;7.10;37.59;0.00
800.00;900.00;EdgeMesurements;0;12.34;0;15;85;20;20;4.11;16;2.03;37.55;600.01;13.09;0.94;25.37;37.18;0.00
800.00;900.00;EdgeMesurements;0;134.36;0;17;86;22;22;44.79;6;22.37;465.19;6535.45;1.06;0.08;6014.25;462.02;4825.00
800.00;900.00;EdgeMesurements;30;23.22;0;32;87;17;17;7.74;0;3.83;36.88;1160.88;13.69;0.99;32.72;36.52;0.00
800.00;900.00;EdgeMesurements;0;24.63;0;31;88;32;32;8.21;32;4.05;37.26;1198.22;13.19;0.95;79.47;36.89;0.00
800.00;900.00;EdgeMesurements;28;21.14;0;26;89;19;19;7.05;0;3.49;38.44;1057.01;13.14;0.95;24.51;38.07;0.00
800.00;900.00;EdgeMesurements;0;1.73;0;2;9;2;2;0.58;2;0.28;42.57;82.46;11.32;0.81;11.98;41.40;0.00
800.00;900.00;EdgeMesurements;0;46.06;0;19;90;5;5;15.35;16;7.64;129.45;2240.51;3.80;0.27;1603.94;128.58;1211.00
800.00;900.00;EdgeMesurements;0;21.03;0;27;91;42;42;7.01;26;3.46;39.23;1023.01;12.53;0.90;58.96;38.84;0.00
800.00;900.00;EdgeMesurements;0;302.22;70;0;92;9;9;100.74;38;50.16;340.55;15111.25;1.48;0.11;13477.36;337.48;2661.69
800.00;900.00;EdgeMesurements;0;256.31;59;0;93;24;24;85.44;42;42.50;266.62;12815.28;1.89;0.14;11027.99;263.87;1768.24
800.00;900.00;EdgeMesurements;0;15.27;18;0;94;29;29;5.09;17;2.53;41.65;763.42;12.13;0.87;78.50;41.25;0.00
800.00;900.00;EdgeMesurements;0;13.98;18;0;95;19;19;4.66;19;2.32;40.50;698.75;12.47;0.90;56.29;40.12;0.00
900.00;1000.00;EdgeMesurements;0;2.51;0;2;0;11;11;0.84;3;0.41;71.75;119.75;6.72;0.48;63.60;70.14;31.00
